releaseMonth,lifetime_gross,imdb_averageRating
8,140125968,6.2
8,20779666,7.5
1,179751,6.6
8,1179035,6.8
6,100830111,4.9
5,226658,6.3
2,3500,7.3
12,77567,5.6
2,5884190,5.3
1,6489476,4.9
10,141243,7.4
4,68671925,6
9,22738671,5.5
1,22076772,4.6
10,165000,6.5
2,75286229,7.7
4,77911774,7.7
6,26276465,3.4
11,366301,4.9
6,19176754,7
12,102610330,7.5
1,88097164,6
2,120908074,6.8
12,188392,5.9
6,200081192,6.1
10,16124543,6.7
12,143597,6.5
5,870067,7.2
3,32682342,6.2
9,37493,6.5
9,603951,7.1
2,28750530,7.3
6,107492,6.2
12,70107728,6.1
9,15337393,7.4
11,200821936,7.7
9,8330720,5.5
4,181872,6.5
4,37384046,5.2
2,48751189,5.8
9,89707299,6.3
1,87490,6.7
10,33602376,7.1
1,15309602,6.9
3,70511035,8.2
11,18643,6
9,6995302,7.6
8,251495,5.2
1,5844868,5.6
1,37634615,8.2
11,39687694,6.2
9,31749894,7
3,81159365,6.8
9,12185,7.5
5,416951,6.8
10,25775,6.7
7,26167002,6.5
2,39868642,7.5
3,20804166,5.1
5,181030624,7
10,3351751,6.5
3,30638,6
8,325131,7.2
1,18622031,7.7
6,1031872,7
8,110515313,7.1
3,35053660,6.8
2,25450527,6.5
7,63150991,6.1
11,49492060,5.3
4,40259119,6.8
1,30017992,6.4
11,6113834,6.7
12,37491364,7.3
10,80035402,5.8
5,177243721,6
8,2077116,6.9
1,146336178,5.3
11,39440655,6.4
1,41587,6.4
3,71440011,7
8,2962242,7.7
9,10823158,6.1
8,31177548,6.8
8,135265915,5.8
3,40557,5.4
6,300531751,5.1
3,11514,5
5,20563273,7.2
7,292576195,8.8
8,119412921,6.2
6,352390543,6.2
9,802778,7.5
12,2990625,6.8
10,45710178,5.5
10,6881022,7.5
12,138797449,8
4,207473,6.8
8,63536011,6.3
1,48475290,5.3
5,241410378,6.9
9,2436633,7
2,67349198,5.2
7,55802754,6.5
11,338987,7.7
11,189422889,7.7
3,2552478,7.8
9,29063,6.4
7,52421953,7.3
2,262075,7.8
1,100035,7.8
5,21590086,7.4
5,112200072,5.8
10,65001093,7.1
5,61782,6.5
12,376597,6.7
8,1315590,7.1
6,8114627,7.9
4,3769873,6.2
10,167767189,8.1
10,12189,7.3
5,459005868,7.3
7,51687870,6.7
11,37709979,7.6
7,2073582,8.1
5,43139300,6.1
10,13092000,8.5
7,9995,5.8
3,14947,4.8
6,65460,6.4
1,14677654,8.1
9,9318,5.7
5,5083,6.1
10,155575,6.6
3,260430,7.3
7,3500,7.4
6,9639125,6.7
7,4210454,6.9
11,43113,6.8
7,15057465,6.3
4,4335968,7.3
2,3684305,7.5
4,186336279,6.3
3,183875760,6.3
4,458000,6.8
12,48462608,7.4
1,9440272,8.4
12,106397186,6.9
8,115000000,7.4
7,22000000,6.9
11,27634716,7.2
6,17732000,5.9
2,32653905,7.3
8,20000000,6.2
3,16393000,5.7
8,6171763,4.5
12,82258456,6.4
12,103290500,6.9
8,16647800,6.6
5,31261269,6
6,14110013,6.6
7,25244626,7.1
7,14665733,7.5
7,29712172,7.1
3,25697647,7
7,14049540,5.2
8,8571374,6.6
5,8613462,7
9,4319001,5.1
12,14643997,7.2
6,11137801,6.7
10,1476356,6.6
10,29844101,5.9
3,37499651,6.4
8,52287414,8.1
10,21458229,6.2
3,39321715,5.9
11,7019441,6.3
2,42721196,6
4,28061343,5
10,10278549,6.1
6,76270454,7.8
7,300859,6.2
5,3588626,6.1
9,11444204,6
2,16031707,5.9
11,1700000,6.4
5,770132,8.1
6,130724172,6.4
3,13906394,5.5
9,510712,6.2
1,40586886,6.2
12,56362352,7.9
7,217631306,7.1
3,26385627,6.5
3,122012643,7.5
10,27441977,6.9
4,9888167,6.4
8,23591472,6.2
11,30669413,6.3
12,22997992,6.1
8,6153939,7.6
10,2853801,7.3
4,18784957,5.8
11,59489799,6.9
10,6948859,4.6
12,1710057,7
7,8442162,5.8
9,1305915,7.5
2,14358033,6
8,14356479,6.3
4,30524763,5.3
3,76253806,6.8
9,2570550,5.1
6,158348367,6.9
9,6739141,5.9
2,40157856,7.5
5,20915465,4.1
3,42273609,4.8
2,72217396,6.9
9,3359465,6.4
5,7355425,5.7
6,20280016,5.9
10,63174,4.7
10,7830611,8.3
8,28881266,4.9
12,1304237,7.4
9,2694234,5.4
9,44853581,5.9
7,259724,5.8
10,1268636,6.6
3,148121,6.6
6,512245,7.1
3,8620678,5.5
6,101295562,6.2
3,56569216,6.5
1,26877589,6.2
7,306169268,7
10,195170,6.1
4,329211,6.4
11,403701,7.1
2,12825141,3.8
10,25857416,7
2,22231658,7
6,2375097,7.4
8,2416734,7.1
9,181233,2.3
6,112276146,7.3
12,31642995,5.8
8,48169156,6
10,626057,6.5
2,375634,6.3
5,229086679,6.5
4,1179002,6.2
9,333760,6.6
1,29342592,3.6
9,1726567,7.4
11,18319860,5.8
7,19889299,5.5
10,76631907,7.7
1,30471,7.7
10,10570375,6.1
4,5661798,6.3
5,4906229,7.2
12,1955933,6.3
8,29381494,5.1
5,8302478,5.5
11,39464775,5.3
3,277596,7.5
4,37170488,6.1
4,65206105,6.3
8,43805,6.6
10,568762,7.2
1,60400856,5.3
5,17200925,6.7
9,15325127,5.7
11,95011339,7.3
3,2053648,7.6
10,18715392,7.4
6,1280490,7.8
3,12427717,8.6
11,921445,6.8
5,414358,6.2
12,3684305,4.3
8,319299,6.5
4,41543917,6.4
3,4245870,5.9
4,14589444,6.7
9,31597131,6.8
3,308552,6.1
1,52364010,7.6
2,1048950,6.9
1,15740796,6.4
6,150268,7.1
2,5211842,7.4
10,605562,6.1
6,8384929,6.8
6,539879,6.4
7,51432760,5.4
11,93927920,7.5
10,36611066,4.5
2,32647042,6.3
11,20991364,5.8
5,10304,7.8
10,1315498,6.3
3,38125247,5.5
10,31651,7.1
8,10167373,6.6
1,11670971,6.9
1,31041759,6.9
2,16703799,5.2
1,6524389,7.6
1,10254979,7.1
5,14190750,4.5
7,206459076,6.7
8,22400154,4.7
7,65955630,6.6
1,164308,7.1
11,228767,7.1
7,423315812,7.4
8,2276368,7.8
3,417120,7.3
10,18337722,7.3
1,3526847,5.3
1,62318875,6.7
1,11304403,6.5
2,6855137,7.3
8,12571185,6.1
2,5027684,7.3
10,39517763,5.8
9,607844,6.6
10,28444855,5.5
7,74494381,6.8
9,50648679,6.2
3,36895141,6.6
8,36316032,6.4
7,189024,7.5
3,41778863,6.4
1,7161284,7.4
2,10011996,6.7
9,36793804,6.7
7,1252100,7.6
7,43107979,6.3
12,902544,7.4
5,4571521,7.5
1,17303424,6.1
3,18450127,5.8
9,2206405,6.6
11,39576,6.5
1,5269757,7.4
8,48237389,5.5
5,9427089,7.6
5,46012734,5.8
4,60494212,6
1,28687835,6.2
8,87341380,6.9
12,33446470,7.5
4,14796236,3.9
11,821046,7.5
12,104386950,6.3
2,80014842,6.3
10,59713955,7.2
8,1836515,6.4
6,163958031,6.7
5,79727149,6.2
5,46294610,6.5
6,167047,7.9
9,33316821,6.5
5,113682,6.1
12,427418,6.7
8,113203870,6.6
1,50577412,6.2
6,9645,6.2
12,112735375,6.5
11,32428195,6.2
9,35014192,7.6
8,1274062,6
7,7468936,6.3
11,5190196,7.3
9,13414714,7.1
9,327481748,7.3
2,63686397,6.8
5,106524,5
9,42025135,6.4
5,1612430,8.5
2,363070709,8
11,23240020,6.4
7,137400141,7.5
8,51854875,6.6
10,646,4
11,3361,5.3
2,19202743,7.6
7,35608245,6.1
2,54333290,6.4
12,54544638,5.6
10,5460,5.1
12,29807260,6.4
3,64935167,5.6
7,161321843,6.5
5,8452,6.6
11,1373,6.1
11,60158,7.1
9,9662284,5
7,16685867,6.3
8,75468583,6.9
11,206362140,6.8
2,18058,6.7
12,33680992,6
4,13809,6.3
6,73921000,6.2
12,54647948,5.6
9,100345,5.8
7,3696196,8.2
11,103804407,6.3
7,171962,5.1
9,293680,7.5
7,16101339,7.5
6,21833,6
1,64521,6.5
8,27007844,7.6
8,74422622,5.7
2,32732301,6.8
3,130179072,6.2
10,2022115,7
8,54240821,7.3
9,692400,5.3
4,9252038,6.7
11,109767581,7.6
7,17737646,6.8
8,26409,6.5
1,694600,7.6
1,1951776,6.4
12,270395425,7.1
12,532177324,7.8
9,2006788,8.1
8,48023088,7.7
9,494506,6.9
9,703438,5.6
6,22835787,8.3
5,58853106,6.4
11,38399961,7.3
8,8384929,7.5
12,155385488,6.7
4,32589624,8
12,9613,7.4
12,47542841,9
9,14560084,7.2
3,364642,7
4,12729675,7.3
8,18971000,5
5,16138,8.2
11,21028755,6.8
3,19282134,7
11,2256246,7.2
6,327958,7.8
8,129795554,7
3,111289673,6.2
5,125049125,6.8
12,6700035,8.2
9,56399659,7.1
1,29600000,7.5
5,16478265,5.4
7,19265302,3.8
6,5321508,8.3
4,13086298,6.3
12,358574,5.3
11,16785,6.5
2,68706993,7.4
3,12947763,6.1
7,25314189,6.1
3,1984315,6.4
10,9747988,7
1,32632093,6.7
7,37903295,6.3
7,83519093,8.2
11,450726,5.6
10,3965604,5.7
6,14114488,4.7
6,589244,7.2
6,20324096,5.9
7,1144649,8.1
8,1883811,5.7
10,8539181,6.9
3,8083123,7.1
3,11567217,4.4
1,7331647,6.6
1,52096475,7.8
6,41482207,6.4
2,5864949,6.8
7,15260154,6.8
1,16667084,7.1
8,9188150,5.6
6,25196249,6.3
10,14143280,5.7
1,14789113,6.4
5,21830957,6.3
3,7535331,7.2
10,11511031,6.5
10,11000863,5.6
4,17530973,5.9
12,2000022,7
5,58883840,6.6
3,187705427,6.5
3,14796494,5.5
11,44065653,5.9
8,17092453,4.9
10,5216888,8.1
3,17953778,6.2
5,1753979,3.6
3,296081,6.3
6,233824,7.2
11,9709451,6.2
12,70172621,7
4,6265311,6.9
4,14904910,6.5
3,11081586,6.2
11,12974636,5.2
10,4348572,3.8
12,100768056,6.6
1,77446440,7.7
7,35739755,6.7
10,22881563,7.5
12,6405918,6.8
4,58834,7.5
2,14543394,6.3
6,39100956,7.3
1,21011318,5.6
8,10475705,6
7,92115211,6.7
7,759393,7.1
5,130531208,5
11,35200,5.9
4,4330020,6.5
1,63513,5.7
1,30160161,5.4
4,2381087,7.3
1,5535405,8.1
2,46576136,6.2
8,7919823,5.6
10,24147179,6.9
5,10904930,6.6
5,247202,5.5
12,2193982,5.8
12,2086101,7.1
11,144880014,5.7
4,24727,6
6,17323326,5
3,1141556,5.4
7,100920329,7.5
2,4553271,7.1
5,63820180,7.6
11,54930280,6.4
8,6112613,4.8
9,41263140,6
2,19204929,6.1
2,13130349,7.2
5,11841544,6.7
10,90757863,6.5
7,201578182,6.7
4,27007143,6
8,32698899,6.6
1,16500786,5
1,17460020,6.6
1,11434216,6.7
7,29967750,6
2,26511114,6.7
8,34102780,6.1
10,8891623,6.7
7,17514980,5.6
9,4739023,6.1
11,126943684,6.4
11,14276317,6.4
12,32000000,4.6
3,34134641,7
10,17845337,5.8
4,801985,7.6
1,24792251,7.3
2,19393557,7.2
7,1302067,6.9
3,82348319,6.7
5,51080,6.6
9,45172250,6.5
12,182811707,6.4
3,1016340,7.3
12,106807667,6.3
10,533479,7
10,2274979,6.6
7,15618626,5.3
5,24174218,5.7
2,25288103,6.7
11,1138836,7.1
7,64956806,5.5
3,1022324,6.4
2,370562,6.7
10,354421,6.7
9,247406,7.2
8,37182494,6.2
3,56832494,6
11,23586598,5.3
12,1555959,6.3
10,126793,5.4
4,773228,7.6
6,1656445,7.1
1,57938693,7.6
6,57761012,6.6
6,249759843,7.9
3,132716677,5.6
11,14973382,6.2
1,25473352,6.7
12,5381908,6.2
2,2532228,7.1
11,21576018,8
10,1571504,6.8
8,58331254,7.4
10,16781387,7.7
9,51201453,6.1
5,186740799,6.5
7,14195227,5.6
9,13001257,6.9
6,1151941,7.4
8,26782316,7.4
7,160276,6.7
7,51882244,6.3
5,37486512,6
5,15357,8.1
1,1576231,7.2
2,29331068,4.7
10,28444855,6.1
11,551281,6.1
7,2072645,5.9
6,206852432,8.2
8,80270227,5.1
9,18801234,5.9
1,44114232,6.6
2,3775283,7.6
10,12482775,6.6
4,86432000,5.9
5,41803,6.8
10,46464023,5.9
12,568932,6.4
11,7459300,6.9
8,15007991,5.1
3,177525,6.7
3,9015303,7.4
8,66453,6.3
1,279665,7.3
11,21002919,7.9
11,32619671,6.2
7,64310,6.5
8,31524275,7.5
9,23649127,3.8
6,71985628,6.8
10,20300218,7.6
9,33190,5.5
3,16809076,6.1
11,25343,7.1
7,183135014,7.3
10,49033882,7.2
9,12807139,6.6
9,2697938,7.1
2,1331137,5.5
9,714943,6.6
3,187168425,7.2
11,8070537,7.1
3,168273550,5.8
1,8190,6.3
12,104400899,7.1
6,257412,5.2
10,14589444,6.5
11,850920,7.9
12,231574,7.1
8,351059,7
1,80048433,7
10,109204945,5.5
11,31715062,6.1
10,8402485,6.5
10,13043363,6.9
2,4441272,6.7
12,582024,6.3
7,5010163,7.8
10,32746941,6.5
6,237283207,7.1
4,48071303,7.6
11,296623634,4.8
2,39464306,7.2
9,66486205,7.4
3,16738,6.6
8,25533818,4.8
2,2194521,4.6
5,246078,7.6
6,38518613,5.9
5,304616,7.3
8,50474843,6.7
6,23392,7.1
11,64006466,5.8
1,70662220,6.2
4,20396829,5.6
10,1044143,7
10,9812,6.4
12,186848418,7.4
7,58884188,6.1
5,3291250,7.9
9,75658097,6.8
6,103144286,5.2
5,117723989,7.2
6,9206470,6.8
12,54767494,5.9
1,95720716,7.4
10,14973382,6.6
1,17654912,7.7
11,857522,8
10,327345,6.7
10,222989,6.9
5,238679850,7
10,33800000,5.8
4,7706436,7.3
8,1014071,7.5
7,71017784,5.3
11,56671993,8.1
11,1066981,6.4
2,350741,6.2
8,33405481,7.3
6,159582188,6.6
5,59209,6
4,60311495,6.2
7,6758416,7.7
3,14591,6.3
1,8005980,5.5
3,341268248,8
10,34343574,6.2
9,6735118,7.8
3,62524260,5.9
6,608581744,7.6
4,54030051,5.9
12,2634,5.2
8,134552,6.3
7,477453,5.9
4,1799312,6.3
1,12429583,5.7
6,417719760,6.1
7,220159104,7.7
1,30014539,7.5
9,618173,8.1
9,8247943,6.3
12,1065665,7.8
12,44824144,8.3
12,72560711,7.8
11,10404330,8
11,264292,8.2
6,29200000,8.2
12,46236000,6.7
10,41687243,6.6
7,14717854,5.7
10,47000000,7.7
12,37823676,7.8
8,83471511,8.4
8,5732587,7.4
1,20259961,5.5
6,15171476,4.5
12,5310748,7.5
10,55432841,6.1
4,4389334,6.6
12,28744356,7
4,5101,5.6
4,6326051,5.9
4,18432000,6.9
11,10000000,5.5
1,7683620,7.2
10,8551228,7.7
2,19444631,6.1
6,3900000,6.1
2,7634909,5.7
11,8362969,6.9
1,15448384,6.2
10,3221568,7.1
2,9518342,6.1
5,3333969,7.9
12,26713187,6.9
6,2488740,6.7
7,35659098,6.6
7,553171,8
1,6193901,4.8
1,11005304,5.8
8,3580882,7.5
3,17550399,4.6
10,2080046,7.9
8,54461047,7.5
11,118450002,7.8
4,49797148,7.2
5,12143484,5.3
12,408839,6.8
12,14278900,6.1
4,25029569,5.4
1,922872,8.1
12,13200170,7.3
6,2517600,3.7
12,2279692,7.3
2,62548947,7.2
12,1683422,6.7
1,7532911,6.7
10,10725228,7.7
3,32100816,5.4
11,24204154,6.4
4,10058318,5
12,18635620,6.5
7,102314823,7.2
9,2395231,6.7
12,57319029,5.7
2,50081992,6.2
1,16696219,6.2
2,13383747,7.4
5,50693129,7.5
10,5887457,7.8
7,330455270,8.8
9,8094616,7.5
3,13137484,6.3
12,26381221,6.2
3,30626182,5.6
7,119938730,6.9
4,27467564,7.2
1,17381942,7.3
10,19751736,4.6
6,60240295,6.1
10,14551359,6
6,198126,7.6
9,25143818,6.9
5,5009305,5.8
7,18937262,3.1
11,1979768,7.3
4,34861807,6.3
2,2821671,6
1,2923982,7.4
12,375757,7
9,4274407,2.4
9,1794086,6.6
7,23712993,5.8
12,30882515,4.6
5,75383563,6.7
8,2804473,7.1
11,10541523,6.3
12,148478011,7.7
9,7936780,6.1
12,659363944,7.9
1,7233324,5.3
12,22863596,7.7
8,37672941,5.7
4,8408835,6
5,22510798,6.2
7,130444603,6.6
4,63886029,6.8
5,21567853,6.9
10,2281761,6.3
8,66384775,6.5
7,7027290,6.5
3,171479930,8.7
2,6852450,5.9
10,169331,7.5
2,3117085,5.7
5,7027345,5.6
7,181171875,5.9
12,140035367,6
8,4217115,6.8
12,342551365,8.8
12,3635482,8.3
7,150371112,6.3
11,66957026,4.8
4,13121555,4.4
5,68540777,6.5
11,34604280,5.9
10,41575141,6.5
6,764554,7
11,19521,6.3
2,20384136,4.9
4,23358708,5.4
8,3067312,7.7
11,45246095,5.6
6,257252,6.4
8,30085147,6.8
9,14036406,5.1
10,50338485,7.4
3,25916319,5.8
1,41281092,7.3
4,21305259,6.4
7,489600,7.3
8,40388794,3.3
11,19481943,5.6
9,8112414,7.3
9,6010990,7.4
4,52159536,7.3
3,84299,7.3
4,67406573,7
2,25198598,5.3
3,4198566,8.1
11,173840591,7.1
9,43610723,6.7
9,21386011,5
4,896993,6.8
12,59952835,6.7
11,59694580,5.8
6,11273517,7.1
10,57890460,6.2
12,218080025,7.2
3,59020957,7.3
1,12594698,6.7
1,40363810,3.8
1,82674398,4.8
8,101005703,7.5
3,3635164,7.8
7,564535,6.4
5,54580300,7.7
12,33987757,7.2
8,1121744,7.3
1,144254,7.4
4,46982632,6.5
3,743847,5.7
11,126631277,6.1
11,114053579,6.8
2,33231264,7
9,55011732,6.9
11,275387,7.4
10,10167,7
8,77532,6.9
12,127509326,7.8
4,49662533,4.3
2,199176,6.6
7,24148068,7.3
11,3337931,6.8
5,125322469,6.5
10,149260504,6.6
2,21250683,7.4
7,166003,6.2
8,65328121,6.5
12,143495265,7.5
2,11003643,6.3
9,27838408,6.9
4,23591432,6.2
3,11008770,5.9
9,3622,7.7
4,39015018,7.2
10,80238724,6.2
8,79698,5.8
11,27298285,7.9
10,4604982,7.5
1,11114018,7.1
1,45802315,6.5
9,124870275,6.9
7,7712114,6.3
6,882267,7.7
12,519086,6.3
9,2511476,7.1
12,209028679,7.6
6,17010170,5.8
3,3054457,7.5
6,402111870,6
1,38233676,2.8
7,41596251,7
6,1262079,7.1
9,10330853,6.7
10,22321,7.5
6,191452396,6.2
9,55675313,6.9
8,1610163,7.6
4,42073277,7
3,5529,7.1
4,95461682,5.7
4,140254,6.3
8,6594959,6.5
10,173948,6.4
5,9216,6.5
9,28087155,5.1
11,100370,5.7
10,20431,7.1
8,408015,6.6
11,45055776,8.1
10,15024049,7.1
4,6997,6.3
1,27569558,6.7
2,2216,7.1
11,189024,6.5
10,86260045,7.3
2,56574,5.2
2,17418667,6.3
10,14904426,5.9
3,218967620,7.1
6,264624300,6.2
11,3401155,6.7
7,3775000,6.4
12,54513740,8.1
7,216648740,7
3,40826341,7.5
5,324591735,7.6
7,17493096,6.9
